province,university,program,internationalTuition,domesticTuition,minimumAverage,length,language,toefl,rank,notes,longitude,latitude,link
Newfoundland and Labrador,Memorial University: Grenfell Campus,Environmental studies- Major/Minor,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Historical studies- Major/minor,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Humanities- Major/ minor,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Social/cultural studies- major/minor,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Computational mathematics,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Environmental science- Major/ Minor,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,General science- Major/ Minor,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Physics- Major/Minor,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Psychology- Major/Minor,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Sustainable Resource Management,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,​Theatre,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Visual arts,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Art History- Minor,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Business Administrator- Minor,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Canadian Studies- Minor,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Classics- Minor,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Economics- Minor,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,French- Minor,8800,2550,70%,4 years,English and french,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Folklore- Minor,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Mathematics- Minor,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Philosophy- minor,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Religious studies- minor,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Grenfell Campus,Socialogy- minor,8800,2550,70%,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Marine Institute ,Marine Engineering - Diploma of Technology,5175,1725,N/A,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Marine Institute ,Marine Engineering Systems Design - Diploma of Technology,5175,1725,N/A,3 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Marine Institute ,Marine Environmental Technology - Diploma of Technology,5175,1725,N/A,3 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Marine Institute ,Nautical Science - Diploma of Technology,5175,1725,N/A,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Marine Institute ,Naval Architecture - Diploma of Technology,5175,1725,N/A,3 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Marine Institute ,"Food Technology - Joint Diploma of Technology/
Bachelor of Technology",4140,1380,N/A,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Marine Institute ,"Ocean Mapping - Joint Diploma of Technology
/Bachelor of Technology",5475,2025,N/A,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Marine Institute ,"Underwater Vehicles - Joint Diploma of Technology
/Bachelor of Technology",5475,2025,N/A,4 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Marine Institute ,"Remotely Operated Vehicles (ROV Operator) – Technician Diploma
",2070,690,N/A,2 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Marine Institute ,Bridge Watch - Technical Certificate,N/A,15450,N/A,8 months,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,Please see university website for specific tuition cost and admission information dependent on your country. ,52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Marine Institute ,Fire Rescue - Technical Certificate,N/A,6703,N/A,2 terms,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,"A Class 5 Driver's License with an Air Brake Endorsement (Class 9 or equivalent).
Proof of medical fitness provided by way of a signed MI Medical from an approved physician prior to registration; please see the for approved doctors.
Satisfactory performance on a SERT fitness test based on industry standards prior to the start of the work term.",52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
Newfoundland and Labrador,Memorial University: Marine Institute ,Marine Diesel Mechanics – Technical Certificate,N/A,15720,N/A,1 years,English,"Minimum score of 79 with at least 20 in each of Reading and Writing, and no less than 17 in Listening and Speaking. ",,"Completion of high school.
Adherence to the Application and Admission Regulations either upon high school graduation (following a period of employment subsequent to graduation), or by transfer from another post-secondary institution.
Proof of satisfactory physical fitness, visual acuity, colour vision, hearing, etc. prior to writing Transport Canada exams. It must be provided by way of a signed Transport Canada Seafarer's medical from an approved physician.",52° 43' 57.54" W,47° 34' 19.31" N,www.mun.ca
New Brunswick,Mount Allison University,American Studies,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Applied Physics,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Art History,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Astronomy- Minor,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Aviation- Major,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Biochemistry,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Biology,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Canadian Studies,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Chemistry,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Classics,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Cognitive Science,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Commerce,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Computer Science,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Drama Studies,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Economics,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,English,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Environmental Science,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Environmental Studies,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Fine Arts,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,French Studies,17250, 7995,65%,4 years,English and French,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Geographic Information Systems (GIS)- Minor,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Geography,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,German Studies- Minor,17250, 7995,65%,4 years,English and German,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Greek- Minor,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Hispanic Studies,17250, 7995,65%,4 years,English and Spanish,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,History,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,International Economics and Business- Minor,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,International Relations,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Japanese Studies- Minor,17250, 7995,65%,4 years,English and Japanese,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Latin- Minor,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Mathematics,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,"Modern Languages, Literatures, and Cultures",17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Music,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. All applicants are required to audition. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Philosophy,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,"Philosophy, Politics, and Economics",17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Physics,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Political Science,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Psychology,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Religious Studies,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Sociology,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,Mount Allison University,Women's and Gender Studies- Minor,17250, 7995,65%,4 years,English,"90 (internet test), 580 (paper test), 213 (computer test) (DI Code 0939) with no band score lower than 20",,Please see university website for specific tuition cost and admission information dependent on your country. ,64° 22' 25" W,45° 53' 55" N,www.mta.ca
New Brunswick,St. Thomas University,"Catholic Studies (Minor, Major)",14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,"Communications and Public Policy (Minor, Major) ",14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,"English Language and Literature (Minor, Major, Honours)",14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,English as a Second Language,14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,"Fine Arts (Minor, Major, Honours)",14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,"French (Minor, Major, Honours)",14503,6643,70%,4 years,English and French,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,"Great Books (Minor, Major, Honours)",14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,"History (Minor, Major, Honours)",14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,"Human Rights (Minor, Major, Honours)",14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,"Interdisciplinary Studies (Minor, Major, Honours)",14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,"Irish Studies (Minor, Major)",14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,Italian,14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,Japanese,14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,"Digital Journalism and New Media (Minor, Major)",14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,Latin,14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,Media Studies,14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,"Native Studies (Minor, Major, Honours)",14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,"Philosophy (Minor, Major, Honours)",14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,"Religious Studies (Minor, Major, Honours)",14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,"Romance Languages (Minor, Major, Honours)",14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,"Spanish and Latin American Studies (Minor, Major, Honours)",14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,"Anthropology (Minor, Major, Honours)",14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,"Criminology & Criminal Justice (Minor, Major, Honours)",14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
New Brunswick,St. Thomas University,"Economics (Minor, Major, Honours)",14503,6643,70%,4 years,English,"61 (Internet-based), 500 (Paper-based)",,,66° 38' 48.4" W,45° 56' 37.18" N,www.stu.ca
