province,university,program,internationalTuition,domesticTuition,minimumAverage,length,language,toefl,rank,notes,longitude,latitude,link
British Columbia,Simon Fraser University,Data Science,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Earth Sciences- major and minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Engineering Science,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Environmental Science,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,First Nations Studies- major and minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,French- major and minor,808,184,60,4 years,English and French,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,French Cohort Program,808,184,60,4 years,English and French,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,"Gender, Sexuality, and Women's Studies- major and minor",808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Geographic Information Science,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Geography- major and minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Geography - Environmental Specialty,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Global Environmental Systems,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Health Sciences,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Humanities- major and minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Interactive Arts and Technology- major and minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Kinesiology- major and minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Linguistics- major and minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Mathematical Physics,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Mathematics- major and minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Mechatronic Systems Engineering,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Molecular Biology and Biochemistry- major and minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Music,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Operations Research,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Physical Geography- major and minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Physics- major and minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Resource and Environmental Management- major and minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Software Systems,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Statistics,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Theatre,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Visual Art,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,World Literature- major and minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Archaeology- minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Computer and Electronics Design- minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Fine and Performing Arts- minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Nuclear Science- minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Print and Digital Publishing- minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Accounting (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Applied Biology (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Biomedical Engineering (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Computer Engineering (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Design (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Electronics Engineering (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Engineering Physics (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Environmental Earth Systems (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Environmental and Occupational Health (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Environmetrics (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Global Health (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Health Care Systems (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Human Resource Management (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Interactive Systems (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,International Business (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Management Information Systems (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Media Arts (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Media and Culture (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Mental Health and Addictions (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Operations Management (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Political Economy and Policy (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Population and Public Health (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Social Inequities and Health (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Social and Health Policy Sciences (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Systems Engineering (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Technology and Society (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Water Science (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University- Surrey Campus,Anthropology- major or minor ,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University- Surrey Campus,Criminology- major or minor ,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University- Surrey Campus,Economics- major or minor ,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University- Surrey Campus,English-major or minor ,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University- Surrey Campus,History- major or minor ,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University- Surrey Campus,International Studies- major and minor ,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University- Surrey Campus,Philosophy- major and minor ,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University- Surrey Campus,Political Science- major and minor ,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University- Surrey Campus,Psychology- major and minor ,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University- Surrey Campus,Sociology major and minor ,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University- Surrey Campus,General Studies in Education,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University- Surrey Campus,Marketing (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University- Surrey Campus,Finance (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University- Surrey Campus,Entrepreneurship and Innovation (Concentration),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University- Vancouver Campus,Communication- major and minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University- Vancouver Campus,Dance ,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University- Vancouver Campus,Film- major and minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University- Vancouver Campus,Gerontology- minor,808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Contemporary Arts (Certificate Program),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Criminology (Certificate Program),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Earth Sciences (Certificate Program),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Environmental Literacy (Certificate Program),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,First Nations Studies (Certificate Program),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Molecular Biology and Biochemistry (Certificate Program),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Philosophy (Certificate Program),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Sustainable Community Development (Certificate Program),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,Simon Fraser University,Urban Studies (Certificate Program),808,184,60,4 years,English,Minimum of 88 on Internet-based test,,Please see university website for additional tuition and admission information based on your country and province. Tuition fees are per unit and length of program can vary depending on co-op options.,122° 55' 4.64" W,49° 16' 36.35" N,www.sfu.ca
British Columbia,University of Victoria,Anthropology,18062,5475,78,4 years,English,"550 on paper-based test, 79 on internet-based test",,Please see university website for specific tuition and admission information based on your country or province. Length of program may be affected by co-op options. ,123° 18' 42.31" W,48° 27' 47.97" N,www.uvic.ca
British Columbia,University of Victoria,Applied Ethics- minor,18062,5475,75,4 years,English,"550 on paper-based test, 79 on internet-based test",,Please see university website for specific tuition and admission information based on your country or province. Length of program may be affected by co-op options. ,123° 18' 42.31" W,48° 27' 47.97" N,www.uvic.ca
British Columbia,University of Victoria,Applied Linguistics,18062,5475,75,4 years,English,"550 on paper-based test, 79 on internet-based test",,Please see university website for specific tuition and admission information based on your country or province. Length of program may be affected by co-op options. ,123° 18' 42.31" W,48° 27' 47.97" N,www.uvic.ca
British Columbia,University of Victoria,Art History & Visual Studies,18062,5475,75,4 years,English,"550 on paper-based test, 79 on internet-based test",,Please see university website for specific tuition and admission information based on your country or province. Length of program may be affected by co-op options. ,123° 18' 42.31" W,48° 27' 47.97" N,www.uvic.ca
British Columbia,University of Victoria,Arts of Canada,18062,5475,75,4 years,English,"550 on paper-based test, 79 on internet-based test",,Please see university website for specific tuition and admission information based on your country or province. Length of program may be affected by co-op options. ,123° 18' 42.31" W,48° 27' 47.97" N,www.uvic.ca
British Columbia,University of Victoria,Astronomy,18062,5475,75,4 years,English,"550 on paper-based test, 79 on internet-based test",,Please see university website for specific tuition and admission information based on your country or province. Length of program may be affected by co-op options. ,123° 18' 42.31" W,48° 27' 47.97" N,www.uvic.ca
British Columbia,University of Victoria,Biochemistry,18062,5475,80,4 years,English,"550 on paper-based test, 79 on internet-based test",,Please see university website for specific tuition and admission information based on your country or province. Length of program may be affected by co-op options. ,123° 18' 42.31" W,48° 27' 47.97" N,www.uvic.ca
British Columbia,University of Victoria,Biochemistry and chemistry,18062,5475,80,4 years,English,"550 on paper-based test, 79 on internet-based test",,Please see university website for specific tuition and admission information based on your country or province. Length of program may be affected by co-op options. ,123° 18' 42.31" W,48° 27' 47.97" N,www.uvic.ca
British Columbia,University of Victoria,Biology,18062,5475,80,4 years,English,"550 on paper-based test, 79 on internet-based test",,Please see university website for specific tuition and admission information based on your country or province. Length of program may be affected by co-op options. ,123° 18' 42.31" W,48° 27' 47.97" N,www.uvic.ca
British Columbia,University of Victoria,Biology and Earth and Ocean Sciences,18062,5475,80,4 years,English,"550 on paper-based test, 79 on internet-based test",,Please see university website for specific tuition and admission information based on your country or province. Length of program may be affected by co-op options. ,123° 18' 42.31" W,48° 27' 47.97" N,www.uvic.ca
British Columbia,University of Victoria,Biology and Psychology,18062,5475,80,4 years,English,"550 on paper-based test, 79 on internet-based test",,Please see university website for specific tuition and admission information based on your country or province. Length of program may be affected by co-op options. ,123° 18' 42.31" W,48° 27' 47.97" N,www.uvic.ca
