province,university,program,internationalTuition,domesticTuition,minimumAverage,length,language,toefl,rank,notes,longitude,latitude,link
Alberta,Athabasca University,Computers and Management Information Systems,45720,26680,70,1 year,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for more information. Online options available. ,113° 18' 12.19" W,54° 43' 20.63" N,www.athabascau.ca
Alberta,Athabasca University,Counselling Women,45720,26680,70,1 year,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for more information. Online options available. ,113° 18' 12.19" W,54° 43' 20.63" N,www.athabascau.ca
Alberta,Athabasca University,English Language Studies,45720,26680,70,1 year,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for more information. Online options available. ,113° 18' 12.19" W,54° 43' 20.63" N,www.athabascau.ca
Alberta,Athabasca University,Finance,45720,26680,70,1-4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for more information. Online options available. ,113° 18' 12.19" W,54° 43' 20.63" N,www.athabascau.ca
Alberta,Athabasca University,Game Development and Programming,45720,26680,70,1-2 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for more information. Online options available. ,113° 18' 12.19" W,54° 43' 20.63" N,www.athabascau.ca
Alberta,Athabasca University,Heritage Resources management,45720,26680,70,1 year,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for more information. Online options available. ,113° 18' 12.19" W,54° 43' 20.63" N,www.athabascau.ca
Alberta,Athabasca University,Human Resources and Labour Relations,45720,26680,70,1 year,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for more information. Online options available. ,113° 18' 12.19" W,54° 43' 20.63" N,www.athabascau.ca
Alberta,Athabasca University,Labour Studies,45720,26680,70,1 year,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for more information. Online options available. ,113° 18' 12.19" W,54° 43' 20.63" N,www.athabascau.ca
Alberta,Athabasca University,Management Applications,45720,26680,70,1 year,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for more information. Online options available. ,113° 18' 12.19" W,54° 43' 20.63" N,www.athabascau.ca
Alberta,Athabasca University,Management Foundations,45720,26680,70,1 year,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for more information. Online options available. ,113° 18' 12.19" W,54° 43' 20.63" N,www.athabascau.ca
Alberta,Athabasca University,Public Administration,45720,26680,70,1 year,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for more information. Online options available. ,113° 18' 12.19" W,54° 43' 20.63" N,www.athabascau.ca
Alberta,Athabasca University,Health Administration,45720,26680,70,1-3 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for more information. Online options available. ,113° 18' 12.19" W,54° 43' 20.63" N,www.athabascau.ca
Alberta,Concordia University of Edmonton,Drama Concentration,5220,4245,60,3 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,English Concentration,5220,4245,60,3 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,English,5220,4245,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,French Concentration,5220,4245,60,3 years,English and French,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,General studies,5220,4245,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,History Concentration,5220,4245,60,3 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Music concentration,5220,4245,60,3 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Music  ,5220,4245,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Philosophy Concentration,5220,4245,60,3 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Political Economy,5220,4245,60,3 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Psychology Concentration,5220,4245,60,3 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Psychology-Applied Emphasis,5220,4245,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Religious studies Concentration,5220,4245,60,3 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Religious Studies,5220,4245,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Sociology Concentration,5220,4245,60,3 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Sociology  ,5220,4245,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Accounting Emphasis,5220,4245,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Finance Emphasis,5220,4245,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Human Resource Management Emphasis,5220,4245,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Leadership Emphasis ,5220,4245,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Marketing Emphasis,5220,4245,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Biology Concentration,5220,4245,60,3 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Biology  ,5220,4245,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Chemistry Concentration,5220,4245,60,3 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Chemistry,5220,4245,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Environmental Science Concentration,5220,4245,60,3 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Environmental Science,5220,4245,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Mathematics Concentration,5220,4245,60,3 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Mathematics  ,5220,4245,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Biochemistry minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Biology minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Business minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Canadian Studies minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Chemistry minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Drama minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Early Childhood Education minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Economics minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Education minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Environmental Science minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Forensic Studies minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,French minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,History minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Information Technology and Computing Science minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Mathematics minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Music minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Philosophy minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Physical Education and Sport Studies minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Physics minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Political science minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Psychology minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Religious Studies minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,Concordia University of Edmonton,Sociology minor,5220,4245,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,"See university website for additional tuition information. Please note there is an addition $2,610 fee for international students.",113° 26' 38.4" W,53° 33' 32.4" N,www.concordia.ab.ca
Alberta,The King's University,Biology,24347,7358,60,"3,4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,Business,24347,7358,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,Chemistry,24347,7358,60,"3, 4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,Communication arts,24347,7358,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,Computing Science,24347,7358,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,Drama,24347,7358,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,Economics,24347,7358,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,English,24347,7358,60,"3, 4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,Environmental Studies,24347,7358,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,Geography ,24347,7358,60,"3, 4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,History,24347,7358,60,"3, 4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,Kinesiology,24347,7358,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,Mathematics,24347,7358,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,Music,24347,7358,60,"2, 3, 4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,Philosophy,24347,7358,60,"3, 4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,Political Science,24347,7358,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,"Politics, History, Economics",24347,7358,60,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,Psychology,24347,7358,60,"3, 4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,Social Science Group,24347,7358,60,"3, 4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,Sociology,24347,7358,60,"3, 4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,The King's University,Theology,24347,7358,60,"3, 4 years",English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,See university website for additional tuition and admission information.,113° 25' 3" W,53° 31' 31" N,www.kingsu.ca
Alberta,MacEwan University,Academic Pathways,10994,6467,55,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Accounting and Strategic Measurement (diploma),1824,850,55,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Acupuncture (diploma),2233,1324,55,3 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Arts and Cultural Management (distance diploma),2388,1026,65,3 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Asia Pacific Management (diploma),608,154,65,2 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Bachelor of Applied Communications in Professional Writing,608,134,65,2-4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Bachelor of Applied Human Service Administration,608,180,65,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Bachelor of Arts,2272,910,65,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Bachelor of Child and Youth Care,2224,862,65,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Bachelor of Commerce,2275,913,70,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Bachelor of Communication Studies,2385,1188,65,3-4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Bachelor of Physical Education Transfer,2281,859,80,2 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Bachelor of Psychiatric Nursing,608,180,65,45-credits,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Bachelor of Science,2272,988,65,4 years ,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Bachelor of Science in Nursing,2392,1108,80,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Business Management (diploma),10994,6467,65,2 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Design Studies (diploma),2388,966,60,3 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission. All applicants must audition for this program.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Early Learning and Child Care (diploma),2245,823,70,2 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Emergency Communications and Response (certificate),2218,796,70,8 months,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Fine Art (diploma),2487,1065,65,2 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Hearing Aid Practitioner (diploma),16641,5809,65,2 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Human Resources Management (diploma),2224,940,65,2 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Library and Information Technology (diploma),2203,1006,65,2 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Massage Therapy (diploma),2278,916,70,2 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Music (diploma),2394,1110,65,4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission. All applicants must audition for this program.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Office Assistant (certificate),2242,820,65,1-4 years,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
Alberta,MacEwan University,Open Studies,608,666,65,1st year,English,Minimum score of 580 (on the written test) or 86 (on the Internet-based test),,Please see university website for more information regarding tuition and admission.,113° 30' 17" W,53° 32' 49" N,www.macewan.ca
